@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
77,'2021/06/23 01:28:36:100',1,0,0,0.006376,0.02296,0.024734,0.004932,0.023459,0.03603,0.042346,0.008557,0.009391,0.03778,0.030534,0.020098,0.029028,0.015918,0.011144,0.016067,0.020195,0.016799,0.011938,0.015089,0.012735,0.011532,0.009582,0,1,0.32,0,0
78,'2021/06/23 01:28:36:135',1,0,0,0.003102,0.025452,0.010839,0.008717,0.010959,0.035442,0.03726,0.00548,0.008923,0.037634,0.036218,0.015774,0.022786,0.011829,0.014317,0.013576,0.014864,0.011796,0.012558,0.01511,0.015227,0.014839,0.01302,0,1,0.32,0,0
79,'2021/06/23 01:28:36:169',1,0,0,0.00452,0.021069,0.007922,0.004642,0.011239,0.042328,0.039107,0.008774,0.008656,0.038764,0.041977,0.019726,0.01901,0.017934,0.011397,0.011428,0.011946,0.009199,0.010363,0.008315,0.012071,0.013421,0.010083,0,1,0.32,0,0
80,'2021/06/23 01:28:36:204',1,0,0,0.004939,0.031015,0.019871,0.0099,0.014678,0.032734,0.031338,0.00394,0.009428,0.032648,0.035243,0.017909,0.016172,0.014311,0.012599,0.011275,0.015232,0.013015,0.011845,0.014397,0.011233,0.011479,0.010136,0,1,0.32,0,0
81,'2021/06/23 01:28:36:234',1,0,0,0.004791,0.026261,0.009775,0.009958,0.011755,0.04222,0.035386,0.003858,0.007667,0.027067,0.043553,0.020324,0.016752,0.009159,0.010459,0.015729,0.012973,0.013433,0.008691,0.013658,0.012561,0.011946,0.011801,0,1,0.32,0,0
82,'2021/06/23 01:28:36:266',1,0,0,0.003231,0.019421,0.003799,0.006559,0.003415,0.036079,0.029471,0.006552,0.011257,0.027388,0.032201,0.021103,0.019209,0.012453,0.01609,0.012517,0.017874,0.01438,0.012016,0.013306,0.00965,0.011538,0.010373,0,1,0.32,0,0
83,'2021/06/23 01:28:36:310',1,0,0,0.003323,0.01936,0.009976,0.007831,0.010147,0.032054,0.027411,0.009165,0.010428,0.022857,0.029139,0.017548,0.016082,0.01198,0.012633,0.012217,0.016106,0.012005,0.015254,0.016078,0.013456,0.01173,0.011888,0,1,0.32,0,0
84,'2021/06/23 01:28:36:345',1,0,0,0.00288,0.020498,0.011574,0.004791,0.007366,0.025977,0.022131,0.008114,0.010795,0.024853,0.018342,0.016369,0.011626,0.009791,0.014091,0.011381,0.016286,0.013289,0.012512,0.012689,0.013314,0.01041,0.009923,0,1,0.32,0,0
85,'2021/06/23 01:28:36:381',1,0,0,0.003942,0.021645,0.011561,0.0091,0.009342,0.023483,0.022289,0.009201,0.011208,0.01967,0.021841,0.016644,0.016489,0.011478,0.009019,0.01377,0.00943,0.009034,0.010196,0.012417,0.012642,0.010441,0.009709,0,1,0.32,0,0
86,'2021/06/23 01:28:36:414',1,0,0,0.005261,0.022494,0.014669,0.004871,0.003826,0.022376,0.020109,0.003451,0.006218,0.022857,0.023802,0.018958,0.02004,0.010677,0.010174,0.010433,0.010661,0.009472,0.009677,0.012852,0.015296,0.010022,0.011052,0,1,0.32,0,0
87,'2021/06/23 01:28:36:449',1,0,0,0.00346,0.025013,0.010138,0.001618,0.004687,0.025312,0.030041,0.006395,0.006737,0.021196,0.015262,0.015664,0.018803,0.009196,0.015382,0.016316,0.012791,0.013635,0.01033,0.010353,0.012004,0.009386,0.00648,0,1,0.32,0,0
88,'2021/06/23 01:28:36:486',1,0,0,0.005118,0.022714,0.008889,0.003952,0.004565,0.023274,0.029416,0.010429,0.010787,0.020983,0.02844,0.020819,0.022172,0.013084,0.013946,0.016756,0.015504,0.010566,0.011504,0.011236,0.012013,0.008527,0.010887,0,1,0.32,0,0
89,'2021/06/23 01:28:36:522',1,0,0,0.004567,0.02903,0.011633,0.007224,0.006776,0.023755,0.02366,0.007722,0.008855,0.017611,0.020375,0.017817,0.013779,0.01027,0.013863,0.014329,0.01074,0.013126,0.013327,0.012242,0.012795,0.012771,0.011136,0,1,0.32,0,0
90,'2021/06/23 01:28:36:570',1,0,0,0.002101,0.024525,0.019215,0.006585,0.01082,0.021042,0.021649,0.006504,0.009148,0.018109,0.02115,0.020678,0.017321,0.009395,0.01142,0.011175,0.013244,0.01037,0.012121,0.009699,0.009968,0.012685,0.008733,0,1,0.32,0,0
91,'2021/06/23 01:28:36:594',1,0,0,0.006936,0.018845,0.007287,0.004153,0.010108,0.020101,0.016713,0.002615,0.007164,0.022061,0.020149,0.016311,0.017264,0.009317,0.011923,0.01259,0.011458,0.011368,0.010269,0.012511,0.009893,0.01221,0.010521,0,1,0.32,0,0
92,'2021/06/23 01:28:36:626',1,0,0,0.005963,0.024911,0.015685,0.004246,0.007214,0.016908,0.019722,0.004213,0.007159,0.019138,0.017451,0.014636,0.01566,0.012314,0.01098,0.013259,0.01486,0.010281,0.012633,0.011673,0.011218,0.009318,0.012328,0,1,0.32,0,0
93,'2021/06/23 01:28:36:663',1,0,0,0.004017,0.024113,0.018094,0.007142,0.007102,0.017818,0.020119,0.005617,0.008262,0.017324,0.019601,0.016955,0.010678,0.008829,0.009094,0.007713,0.008887,0.009724,0.012353,0.008644,0.010391,0.009108,0.008635,0,1,0.32,0,0
94,'2021/06/23 01:28:36:702',1,0,0,0.001898,0.021891,0.010351,0.005843,0.008332,0.017951,0.018235,0.006775,0.008936,0.016089,0.023902,0.01866,0.01173,0.007172,0.01426,0.012287,0.012217,0.011435,0.011737,0.009878,0.009595,0.009224,0.009868,0,1,0.32,0,0
95,'2021/06/23 01:28:36:732',1,0,0,0.005888,0.025196,0.008333,0.009953,0.004976,0.008514,0.007937,0.002519,0.006961,0.012381,0.019974,0.017323,0.009849,0.012649,0.012813,0.013685,0.014628,0.011106,0.014918,0.012512,0.013236,0.010612,0.010931,0,1,0.32,0,0
96,'2021/06/23 01:28:36:768',1,0,0,0.004361,0.022197,0.00794,0.005023,0.007599,0.006901,0.006811,0.00303,0.004011,0.004843,0.008672,0.013297,0.011036,0.008841,0.015078,0.013089,0.010704,0.009402,0.012214,0.008737,0.01147,0.009696,0.008141,0,1,0.32,0,0
97,'2021/06/23 01:28:36:806',1,0,0,0.005075,0.023136,0.011494,0.00313,0.006479,0.017352,0.014925,0.005557,0.00491,0.010532,0.012759,0.016285,0.01524,0.007812,0.009456,0.013163,0.007248,0.010154,0.010974,0.0086,0.012008,0.011053,0.009453,0,1,0.32,0,0
98,'2021/06/23 01:28:36:838',1,0,0,0.001914,0.021393,0.007397,0.012325,0.011004,0.029631,0.038077,0.010546,0.010871,0.010718,0.032255,0.030741,0.019568,0.018886,0.023957,0.018365,0.017842,0.016366,0.014029,0.012491,0.014027,0.013253,0.011608,0,1,0.32,0,0
99,'2021/06/23 01:28:36:871',1,0,0,0.004714,0.023372,0.011637,0.005427,0.01194,0.042043,0.04597,0.010273,0.013096,0.030405,0.026922,0.015036,0.022571,0.013212,0.019555,0.019529,0.020598,0.016477,0.021686,0.010352,0.015309,0.011244,0.012096,0,1,0.32,0,0
100,'2021/06/23 01:28:36:905',1,0,0,0.00332,0.019539,0.010351,0.012984,0.003003,0.03242,0.037725,0.0055,0.007507,0.024695,0.033048,0.010964,0.019819,0.01459,0.023446,0.019025,0.014708,0.012347,0.014259,0.012963,0.017163,0.015775,0.012613,0,1,0.32,0,0
101,'2021/06/23 01:28:36:935',1,0,0,0.002963,0.022898,0.014997,0.005635,0.007591,0.031145,0.032501,0.004753,0.008943,0.024458,0.025044,0.018572,0.024375,0.01248,0.009725,0.013981,0.020433,0.009654,0.012887,0.013355,0.008928,0.009954,0.00946,0,1,0.32,0,0
102,'2021/06/23 01:28:36:970',1,0,0,0.006197,0.026991,0.011122,0.002232,0.008276,0.039249,0.032944,0.010791,0.008558,0.02,0.022013,0.015021,0.012644,0.008053,0.014385,0.011629,0.025083,0.020967,0.013848,0.009917,0.010376,0.011995,0.010107,0,1,0.32,0,0
103,'2021/06/23 01:28:36:999',1,0,0,0.003765,0.024428,0.02146,0.005253,0.008435,0.032255,0.032159,0.004631,0.007105,0.026961,0.031436,0.026342,0.019375,0.008055,0.011843,0.016237,0.03005,0.017506,0.015862,0.014418,0.009466,0.011481,0.011853,0,1,0.32,0,0
104,'2021/06/23 01:28:37:036',1,0,0,0.004377,0.022418,0.009258,0.005153,0.005827,0.0302,0.032204,0.005914,0.006169,0.020043,0.036088,0.019334,0.017079,0.011473,0.013839,0.016291,0.018913,0.020705,0.013201,0.012856,0.010826,0.010115,0.009844,0,1,0.32,0,0
105,'2021/06/23 01:28:37:067',1,0,0,0.006799,0.026589,0.013189,0.002584,0.009353,0.026382,0.030019,0.003149,0.006712,0.025642,0.027376,0.015698,0.014787,0.013222,0.017816,0.017944,0.017728,0.015282,0.01258,0.013428,0.010798,0.015984,0.010372,0,1,0.32,0,0
106,'2021/06/23 01:28:37:099',1,0,0,0.004916,0.028905,0.010936,0.002191,0.0075,0.030499,0.024567,0.002239,0.003214,0.023022,0.026804,0.021666,0.011897,0.012101,0.020112,0.020892,0.016834,0.009812,0.010804,0.014413,0.011139,0.014344,0.010995,0,1,0.32,0,0
107,'2021/06/23 01:28:37:133',1,0,0,0.005089,0.025138,0.011707,0.00585,0.004127,0.025634,0.031389,0.006064,0.007049,0.027894,0.025045,0.015069,0.00937,0.008432,0.01586,0.014257,0.013718,0.009615,0.014556,0.011269,0.011244,0.010811,0.00978,0,1,0.32,0,0
108,'2021/06/23 01:28:37:166',1,0,0,0.002974,0.026679,0.010058,0.005015,0.012236,0.029673,0.020588,0.004459,0.007593,0.020114,0.026049,0.018536,0.013437,0.008594,0.013311,0.017386,0.013829,0.011991,0.011128,0.010831,0.011596,0.011504,0.009007,0,1,0.32,0,0
109,'2021/06/23 01:28:37:214',1,0,0,0.007066,0.022863,0.008924,0.00422,0.002003,0.019154,0.014161,0.002667,0.008399,0.024338,0.015385,0.013592,0.01003,0.005297,0.009775,0.013195,0.013226,0.015217,0.013478,0.012006,0.009275,0.011156,0.012959,0,1,0.32,0,0
110,'2021/06/23 01:28:37:250',1,0,0,0.004311,0.027472,0.012416,0.00348,0.005558,0.020666,0.025835,0.003561,0.006858,0.022268,0.017899,0.010469,0.013825,0.011484,0.014008,0.014542,0.014863,0.012291,0.011654,0.009673,0.011703,0.012223,0.010309,0,1,0.32,0,0
111,'2021/06/23 01:28:37:285',1,0,0,0.006307,0.02364,0.006036,0.007304,0.005944,0.019857,0.026714,0.004295,0.004477,0.017497,0.023259,0.020653,0.015415,0.011678,0.01344,0.012702,0.016589,0.011571,0.012901,0.009118,0.014135,0.012262,0.009798,0,1,0.32,0,0
112,'2021/06/23 01:28:37:320',1,0,0,0.001759,0.018448,0.007573,0.008488,0.00696,0.016633,0.015352,0.008047,0.006845,0.020238,0.019172,0.017827,0.010979,0.008835,0.014671,0.019022,0.011904,0.007571,0.012824,0.011777,0.013766,0.014994,0.009525,0,1,0.32,0,0
113,'2021/06/23 01:28:37:350',1,0,0,0.00439,0.022774,0.009253,0.003844,0.002346,0.01533,0.016295,0.005224,0.010953,0.017219,0.016585,0.017376,0.014694,0.012086,0.012129,0.012394,0.010583,0.010639,0.010166,0.009762,0.010115,0.013044,0.011191,0,1,0.32,0,0
114,'2021/06/23 01:28:37:382',1,0,0,0.003958,0.02098,0.007809,0.002379,0.00257,0.011291,0.010942,0.00373,0.005942,0.017041,0.019706,0.015347,0.015278,0.012574,0.013476,0.0152,0.010801,0.011307,0.012887,0.012662,0.013077,0.010927,0.008129,0,1,0.32,0,0
115,'2021/06/23 01:28:37:417',1,0,0,0.003626,0.026051,0.010269,0.007266,0.006159,0.011722,0.01604,0.008422,0.006734,0.014436,0.016367,0.025074,0.021523,0.008581,0.013309,0.011787,0.010411,0.008826,0.008542,0.008003,0.011244,0.012124,0.011577,0,1,0.32,0,0
116,'2021/06/23 01:28:37:450',1,0,0,0.00453,0.024371,0.008052,0.006871,0.009172,0.010153,0.013351,0.006227,0.005998,0.016819,0.017073,0.017094,0.011301,0.008134,0.011302,0.013178,0.011239,0.010378,0.010818,0.011406,0.011164,0.009012,0.010177,0,1,0.32,0,0
117,'2021/06/23 01:28:37:491',1,0,0,0.00453,0.024371,0.008052,0.006871,0.009172,0.010153,0.013351,0.006227,0.005998,0.016819,0.017073,0.017094,0.011301,0.008134,0.011302,0.013178,0.011239,0.010378,0.010818,0.011406,0.011164,0.009012,0.010177,0,1,0.32,0,0
118,'2021/06/23 01:28:37:523',1,0,0,0.006133,0.024075,0.006501,0.005823,0.003325,0.019127,0.017319,0.004283,0.011269,0.017393,0.012411,0.013488,0.011499,0.006321,0.012205,0.011992,0.010933,0.007746,0.011311,0.012581,0.012185,0.012994,0.009041,0,1,0.32,0,0
119,'2021/06/23 01:28:37:552',1,0,0,0.004661,0.022053,0.009235,0.005777,0.003844,0.014022,0.010624,0.003466,0.006445,0.012977,0.012861,0.012591,0.007521,0.010039,0.012203,0.01195,0.010108,0.009352,0.010579,0.013067,0.009238,0.012174,0.010813,0,1,0.32,0,0
120,'2021/06/23 01:28:37:586',1,0,0,0.003757,0.02183,0.009171,0.005024,0.004918,0.016668,0.011495,0.003735,0.006995,0.012128,0.014012,0.012674,0.007256,0.008647,0.012056,0.011221,0.010218,0.008508,0.010921,0.014381,0.009086,0.012027,0.010942,0,1,0.32,0,0
121,'2021/06/23 01:28:37:620',1,0,0,0.006784,0.025899,0.009355,0.001281,0.007953,0.014501,0.01003,0.003612,0.007803,0.015365,0.017106,0.019728,0.011177,0.008247,0.011046,0.012702,0.010433,0.008594,0.009118,0.010082,0.011817,0.010863,0.007768,0,1,0.32,0,0
122,'2021/06/23 01:28:37:653',1,0,0,0.004316,0.021801,0.013603,0.005629,0.008549,0.01333,0.00896,0.003284,0.007118,0.010505,0.017848,0.014016,0.014921,0.009188,0.011358,0.011621,0.007101,0.010387,0.009733,0.010026,0.00967,0.011953,0.008851,0,1,0.32,0,0
123,'2021/06/23 01:28:37:698',1,0,0,0.003084,0.024011,0.011332,0.005579,0.008915,0.017454,0.017239,0.004971,0.005418,0.013071,0.015504,0.014846,0.012278,0.009538,0.013794,0.013413,0.007744,0.012944,0.011723,0.011274,0.009864,0.01169,0.00988,0,1,0.32,0,0
124,'2021/06/23 01:28:37:731',1,0,0,0.004797,0.020529,0.008439,0.006001,0.010875,0.010808,0.013217,0.004771,0.0067,0.010969,0.010564,0.013906,0.01011,0.012722,0.010566,0.011861,0.014084,0.013531,0.014851,0.009932,0.01051,0.01223,0.011731,0,1,0.32,0,0
125,'2021/06/23 01:28:37:756',1,0,0,0.004909,0.022421,0.007219,0.006186,0.007602,0.009987,0.012215,0.003388,0.005561,0.009512,0.010721,0.014299,0.011319,0.010178,0.014012,0.017644,0.013497,0.012141,0.015457,0.011516,0.011585,0.01337,0.010338,0,1,0.32,0,0
126,'2021/06/23 01:28:37:802',1,0,0,0.00738,0.024489,0.009683,0.004026,0.006227,0.01207,0.014301,0.005412,0.011213,0.01416,0.011296,0.015921,0.012818,0.011201,0.015023,0.014447,0.012675,0.008577,0.009318,0.011842,0.011901,0.012488,0.010051,0,1,0.32,0,0
127,'2021/06/23 01:28:37:838',1,0,0,0.007799,0.031595,0.012984,0.001892,0.007598,0.010529,0.006383,0.005028,0.004759,0.009751,0.009922,0.015644,0.012308,0.01122,0.016277,0.015156,0.01352,0.011926,0.013035,0.01269,0.010223,0.01133,0.010737,0,1,0.32,0,0
128,'2021/06/23 01:28:37:872',1,0,0,0.005886,0.027295,0.012144,0.002555,0.004947,0.00986,0.006756,0.004541,0.006009,0.00806,0.011672,0.015255,0.011377,0.008674,0.012052,0.014431,0.016871,0.012169,0.011246,0.011473,0.012603,0.014041,0.01071,0,1,0.32,0,0
129,'2021/06/23 01:28:37:906',1,0,0,0.004976,0.020536,0.011188,0.005749,0.004771,0.009051,0.009234,0.003048,0.004715,0.006206,0.014076,0.019844,0.014682,0.011991,0.010332,0.009901,0.009525,0.009582,0.010849,0.010165,0.009777,0.011353,0.011303,0,1,0.32,0,0
130,'2021/06/23 01:28:37:946',1,0,0,0.011742,0.042867,0.019404,0.03055,0.030442,0.397824,0.404281,0.041994,0.047167,0.127148,0.079128,0.016737,0.128064,0.128067,0.322238,0.375704,0.472478,0.498728,0.643636,0.175414,0.07256,0.097155,0.063404,0,1,0.32,0,0
131,'2021/06/23 01:28:37:974',1,0,0,0.003418,0.046894,0.055719,0.023511,0.0483,0.47647,0.458825,0.050233,0.019141,0.104274,0.139266,0.097343,0.172557,0.090714,0.337609,0.376807,0.33673,0.448753,0.572701,0.183272,0.106424,0.078189,0.043899,0,1,0.32,0,0
132,'2021/06/23 01:28:38:012',1,0,0,0.012057,0.066383,0.042102,0.032011,0.042336,0.538183,0.533397,0.062088,0.062062,0.16241,0.142664,0.060994,0.160835,0.128242,0.197025,0.227963,0.144591,0.113386,0.129426,0.138483,0.078621,0.063147,0.042237,0,1,0.32,0,0
133,'2021/06/23 01:28:38:041',1,0,0,0.014289,0.07143,0.051355,0.010066,0.069172,0.572941,0.510455,0.041226,0.049266,0.155165,0.141157,0.093516,0.179953,0.079632,0.190651,0.237568,0.156443,0.098446,0.11935,0.132514,0.086256,0.049238,0.032695,0,1,0.32,0,0
134,'2021/06/23 01:28:38:074',1,0,0,0.011317,0.08515,0.082497,0.011552,0.040475,0.500879,0.521718,0.053459,0.060263,0.167929,0.132,0.053348,0.125005,0.130739,0.285171,0.258276,0.253949,0.222318,0.260252,0.088764,0.057593,0.050257,0.023566,0,1,0.32,0,0
135,'2021/06/23 01:28:38:107',1,0,0,0.031752,0.071654,0.017119,0.041487,0.043067,0.513344,0.480318,0.028047,0.029313,0.157029,0.159757,0.069438,0.113786,0.082223,0.217399,0.289963,0.338878,0.307727,0.337591,0.080173,0.052396,0.048006,0.032907,0,1,0.32,0,0
136,'2021/06/23 01:28:38:142',1,0,0,0.019629,0.079637,0.059711,0.026149,0.056754,0.480621,0.457025,0.030526,0.012942,0.140213,0.15455,0.067425,0.104778,0.045361,0.200719,0.308813,0.347923,0.270562,0.309672,0.065733,0.046633,0.036697,0.022958,0,1,0.32,0,0
137,'2021/06/23 01:28:38:175',1,0,0,0.01068,0.065878,0.04128,0.009238,0.014848,0.467961,0.47492,0.066822,0.074343,0.15353,0.111433,0.04833,0.053224,0.067707,0.202716,0.23063,0.259654,0.208432,0.206566,0.073262,0.048639,0.03408,0.023586,0,1,0.32,0,0
138,'2021/06/23 01:28:38:208',1,0,0,0.003223,0.05458,0.037697,0.026293,0.040771,0.408436,0.386339,0.021918,0.023336,0.110322,0.121935,0.073217,0.05367,0.039533,0.166325,0.252496,0.189398,0.106423,0.117062,0.048746,0.034825,0.026937,0.020816,0,1,0.32,0,0
139,'2021/06/23 01:28:38:240',1,0,0,0.003223,0.05458,0.037697,0.026293,0.040771,0.408436,0.386339,0.021918,0.023336,0.110322,0.121935,0.073217,0.05367,0.039533,0.166325,0.252496,0.189398,0.106423,0.117062,0.048746,0.034825,0.026937,0.020816,0,1,0.32,0,0
140,'2021/06/23 01:28:38:274',1,0,0,0.008959,0.068959,0.033518,0.007371,0.034598,0.331851,0.344368,0.031333,0.024305,0.074199,0.094858,0.04984,0.047318,0.057552,0.133931,0.14884,0.054502,0.02708,0.029833,0.035222,0.019775,0.024384,0.020773,0,1,0.32,0,0
141,'2021/06/23 01:28:38:310',1,0,0,0.017066,0.053122,0.037593,0.006453,0.033697,0.327724,0.273513,0.015254,0.012792,0.056449,0.065828,0.052557,0.040867,0.044177,0.109762,0.131221,0.054538,0.039182,0.057772,0.034869,0.017917,0.015427,0.016927,0,1,0.32,0,0
142,'2021/06/23 01:28:38:343',1,0,0,0.011513,0.049744,0.029125,0.008892,0.014158,0.319295,0.299474,0.038071,0.0261,0.063016,0.067413,0.057032,0.04858,0.031614,0.10457,0.127316,0.051399,0.049726,0.063356,0.026525,0.021676,0.02036,0.015595,0,1,0.32,0,0
143,'2021/06/23 01:28:38:377',1,0,0,0.004886,0.040636,0.021794,0.014794,0.036836,0.255814,0.250669,0.029643,0.023021,0.034199,0.040637,0.027986,0.035164,0.028011,0.056799,0.077448,0.06943,0.065679,0.069384,0.023413,0.020442,0.022161,0.017637,0,1,0.32,0,0
144,'2021/06/23 01:28:38:412',1,0,0,0.004806,0.043795,0.009927,0.02022,0.029117,0.244505,0.2185,0.019413,0.021808,0.037022,0.034507,0.034115,0.053276,0.031018,0.038261,0.058359,0.075755,0.063506,0.054547,0.029128,0.017898,0.019592,0.014344,0,1,0.32,0,0
145,'2021/06/23 01:28:38:440',1,0,0,0.006604,0.032684,0.025005,0.008637,0.022455,0.210141,0.213403,0.020266,0.02025,0.037929,0.041856,0.031717,0.033819,0.027341,0.050294,0.073298,0.053154,0.035167,0.039255,0.015183,0.017287,0.017957,0.013873,0,1,0.32,0,0
146,'2021/06/23 01:28:38:473',1,0,0,0.014026,0.038549,0.011276,0.010446,0.025919,0.184937,0.183583,0.021465,0.012499,0.022478,0.042609,0.030615,0.029629,0.028423,0.04005,0.062519,0.041471,0.028044,0.024327,0.016269,0.017193,0.018617,0.017739,0,1,0.32,0,0
147,'2021/06/23 01:28:38:508',1,0,0,0.007425,0.043157,0.013417,0.015335,0.013759,0.18332,0.192146,0.014093,0.018637,0.029548,0.028538,0.027348,0.030731,0.02296,0.046238,0.057701,0.035156,0.017773,0.017949,0.028607,0.016238,0.015892,0.012031,0,1,0.32,0,0
148,'2021/06/23 01:28:38:546',1,0,0,0.009436,0.041691,0.018955,0.013979,0.013002,0.152353,0.147758,0.014331,0.015969,0.024105,0.037381,0.031499,0.028766,0.018181,0.039734,0.042693,0.025205,0.022488,0.022895,0.01402,0.017886,0.013124,0.012684,0,1,0.32,0,0
149,'2021/06/23 01:28:38:575',1,0,0,0.004678,0.030976,0.018857,0.0055,0.020632,0.16449,0.150752,0.016362,0.013854,0.023119,0.023292,0.016396,0.026458,0.018323,0.041048,0.046673,0.021791,0.016285,0.023521,0.018281,0.018271,0.015565,0.010261,0,1,0.32,0,0
150,'2021/06/23 01:28:38:608',1,0,0,0.010171,0.035282,0.015978,0.011295,0.010033,0.145871,0.151111,0.017531,0.011746,0.027956,0.023629,0.021726,0.034441,0.018723,0.027734,0.041714,0.019865,0.023303,0.018649,0.013606,0.018451,0.014512,0.011372,0,1,0.32,0,0
151,'2021/06/23 01:28:38:641',1,0,0,0.009561,0.035641,0.011743,0.009267,0.0196,0.14312,0.132934,0.015738,0.015336,0.028608,0.026611,0.020895,0.018853,0.015671,0.027524,0.021115,0.019258,0.01543,0.022299,0.019296,0.016633,0.015643,0.012032,0,1,0.32,0,0
152,'2021/06/23 01:28:38:674',1,0,0,0.005528,0.030016,0.015731,0.005366,0.006446,0.12297,0.130316,0.017191,0.016208,0.028214,0.024687,0.016076,0.020987,0.016158,0.019419,0.026751,0.024307,0.019956,0.015852,0.018808,0.023152,0.014976,0.009812,0,1,0.32,0,0
153,'2021/06/23 01:28:38:710',1,0,0,0.003655,0.027979,0.019305,0.00194,0.015257,0.132767,0.122562,0.013467,0.010279,0.03255,0.028766,0.019987,0.016599,0.022778,0.020899,0.02748,0.020948,0.014692,0.012289,0.01326,0.012146,0.016037,0.01383,0,1,0.32,0,0
154,'2021/06/23 01:28:38:742',1,0,0,0.009586,0.034462,0.01108,0.009081,0.011668,0.129035,0.126451,0.019083,0.019767,0.030686,0.024618,0.017023,0.012965,0.013626,0.017314,0.025223,0.023173,0.011788,0.013642,0.011169,0.014219,0.015649,0.013357,0,1,0.32,0,0
155,'2021/06/23 01:28:38:777',1,0,0,0.002467,0.02589,0.011034,0.010764,0.017655,0.118843,0.105522,0.006298,0.010795,0.026423,0.020567,0.02013,0.019802,0.011467,0.024015,0.021167,0.014767,0.010952,0.011016,0.009362,0.009242,0.010579,0.010061,0,1,0.32,0,0
156,'2021/06/23 01:28:38:811',1,0,0,0.005149,0.028633,0.013562,0.00177,0.009431,0.109725,0.115411,0.013116,0.013735,0.026124,0.018546,0.024318,0.019973,0.01043,0.024404,0.027079,0.015182,0.011589,0.013128,0.010841,0.009985,0.01256,0.010003,0,1,0.32,0,0
157,'2021/06/23 01:28:38:841',1,0,0,0.004026,0.032587,0.021031,0.001391,0.017765,0.1144,0.115393,0.017174,0.017397,0.027958,0.020785,0.022997,0.022638,0.017513,0.016701,0.016247,0.006141,0.009508,0.011313,0.010849,0.010456,0.010745,0.010928,0,1,0.32,0,0
158,'2021/06/23 01:28:38:875',1,0,0,0.00305,0.023443,0.019859,0.007034,0.017493,0.034001,0.033458,0.01439,0.019708,0.03904,0.031764,0.049565,0.045311,0.035694,0.093749,0.113762,0.306564,0.188554,0.051614,0.030391,0.043519,0.026836,0.038562,0,1,0.32,0,0
159,'2021/06/23 01:28:38:908',1,0,0,0.009815,0.02934,0.015558,0.004515,0.016276,0.041299,0.046459,0.016321,0.017665,0.033942,0.024728,0.051103,0.070265,0.037472,0.051392,0.075823,0.336637,0.201676,0.153116,0.080139,0.054404,0.056934,0.049823,0,1,0.32,0,0
160,'2021/06/23 01:28:38:941',1,0,0,0.008037,0.029702,0.01036,0.007508,0.005816,0.034169,0.032272,0.009188,0.011722,0.029761,0.034933,0.027808,0.056783,0.041787,0.055196,0.071098,0.270675,0.192274,0.089701,0.038578,0.051392,0.039798,0.028968,0,1,0.32,0,0
161,'2021/06/23 01:28:38:975',1,0,0,0.004001,0.026488,0.00811,0.008636,0.008144,0.034226,0.029805,0.009962,0.014228,0.051815,0.039746,0.024632,0.058213,0.02188,0.032617,0.043021,0.239593,0.151266,0.045101,0.038369,0.041731,0.049844,0.041624,0,1,0.32,0,0
162,'2021/06/23 01:28:39:010',1,0,0,0.005958,0.030529,0.011069,0.005851,0.00512,0.034253,0.03184,0.004226,0.007137,0.050952,0.057158,0.019579,0.059313,0.043732,0.029523,0.043008,0.20553,0.125199,0.041242,0.046979,0.034473,0.035147,0.01969,0,1,0.32,0,0
163,'2021/06/23 01:28:39:041',1,0,0,0.007237,0.028542,0.008369,0.005509,0.00535,0.035637,0.039154,0.006895,0.005449,0.049977,0.041751,0.02253,0.040641,0.033705,0.03272,0.035938,0.208718,0.117558,0.062687,0.061284,0.034606,0.031993,0.021905,0,1,0.32,0,0
164,'2021/06/23 01:28:39:073',1,0,0,0.007974,0.028206,0.011274,0.005015,0.004765,0.032305,0.03221,0.006703,0.013294,0.055242,0.041529,0.015945,0.047769,0.036313,0.026653,0.033713,0.167356,0.102895,0.050813,0.035306,0.023638,0.022152,0.024651,0,1,0.32,0,0
165,'2021/06/23 01:28:39:110',1,0,0,0.003334,0.026471,0.012311,0.003198,0.004595,0.028464,0.034898,0.00885,0.013994,0.044402,0.043024,0.016911,0.035289,0.025682,0.024115,0.045448,0.13941,0.081471,0.039391,0.023555,0.01766,0.020795,0.013325,0,1,0.32,0,0
